,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Commercial associate,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Academic degree,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Civil marriage,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_Co-op apartment,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
1609,1,0,1,0,53.55890410958904,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1611,0,0,1,0,55.98082191780822,6.564383561643836,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1612,0,1,1,0,58.08767123287672,4.646575342465753,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1616,0,0,1,0,24.46301369863014,2.8109589041095893,1,0,0,0,2.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1617,1,1,1,0,45.75616438356165,6.7315068493150685,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1619,1,0,1,0,42.78082191780822,8.901369863013699,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1620,1,0,1,1,42.78356164383562,2.8958904109589043,1,1,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1622,1,1,1,1,32.62739726027397,9.734246575342466,1,0,0,1,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1624,0,1,0,1,28.77260273972603,5.145205479452055,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1632,0,1,1,2,33.68767123287671,11.81917808219178,1,0,0,0,4.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1633,0,0,1,2,66.51506849315068,-1000.6657534246576,1,0,0,0,4.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1635,1,0,1,0,46.33150684931507,11.652054794520549,1,0,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1637,0,1,1,0,50.23835616438356,5.06027397260274,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1642,0,0,1,0,29.613698630136987,6.394520547945206,1,1,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1648,1,0,1,0,59.156164383561645,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1649,1,0,1,2,46.586301369863016,3.06027397260274,1,1,0,0,4.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1651,1,0,1,0,58.583561643835615,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1656,0,1,1,2,37.08493150684932,5.7315068493150685,1,0,0,0,4.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1657,1,0,1,0,59.391780821917806,3.3945205479452056,1,0,0,0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1663,1,0,1,0,59.293150684931504,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1665,1,1,1,1,45.21369863013699,7.315068493150685,1,0,1,0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1671,0,0,1,3,39.00821917808219,10.734246575342466,1,0,0,0,5.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1673,1,0,1,0,63.13424657534247,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1677,1,0,1,0,62.273972602739725,36.75342465753425,1,1,1,0,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1682,1,0,1,0,56.32876712328767,1.810958904109589,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1685,1,1,1,0,57.56712328767123,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1690,1,0,0,0,56.78082191780822,5.06027397260274,1,0,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1692,1,0,1,1,43.64657534246575,12.065753424657537,1,1,1,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1695,1,0,1,0,49.89041095890411,17.068493150684933,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1696,0,1,1,0,56.41643835616439,17.068493150684933,1,1,1,1,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1699,1,0,1,1,31.43013698630137,2.8109589041095893,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1700,1,0,0,1,46.07397260273972,12.652054794520549,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1702,1,0,1,0,54.45479452054794,16.068493150684933,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1705,0,1,1,1,43.8986301369863,2.643835616438356,1,0,1,0,3.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1709,0,1,1,0,42.50958904109589,3.564383561643836,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1711,1,0,1,0,38.136986301369866,2.4767123287671238,1,0,0,0,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1713,1,0,1,0,59.915068493150685,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1714,1,0,1,0,43.68493150684932,10.063013698630137,1,1,1,0,2.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1716,0,1,1,0,59.45205479452055,6.646575342465753,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1719,1,0,0,0,33.58082191780822,5.394520547945206,1,0,0,0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1720,1,0,1,0,48.71780821917808,27.328767123287676,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1723,0,1,1,3,33.76164383561644,3.06027397260274,1,0,1,0,5.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1724,1,0,1,0,61.71780821917808,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1726,0,0,0,0,39.35342465753425,17.4027397260274,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1731,0,0,1,0,63.16438356164384,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1732,1,1,1,0,47.21917808219178,1.1424657534246576,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1733,1,0,1,0,55.67945205479453,4.7315068493150685,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1734,1,0,0,0,34.31506849315068,0.3917808219178082,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1736,0,1,1,0,48.17808219178082,0.6438356164383562,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1739,1,0,1,2,29.605479452054794,1.9726027397260275,1,0,0,0,4.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1742,1,0,0,2,37.81643835616438,8.901369863013699,1,0,1,0,4.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1743,1,0,1,0,36.35616438356164,0.6438356164383562,1,1,1,1,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1747,0,0,1,1,33.62191780821918,6.06027397260274,1,1,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1749,0,1,0,2,40.48219178082192,6.06027397260274,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1750,0,1,0,2,40.48219178082192,6.06027397260274,1,0,0,0,4.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1754,1,0,0,0,28.024657534246572,3.3123287671232875,1,0,0,0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1757,0,0,1,2,38.97534246575343,2.8109589041095893,1,1,1,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1762,1,0,1,0,44.586301369863016,4.145205479452055,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1764,1,1,1,0,32.153424657534245,4.975342465753425,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1766,1,0,1,1,30.367123287671237,2.9753424657534246,1,1,1,0,3.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1767,0,1,1,0,56.56438356164384,11.065753424657537,1,0,1,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1768,1,0,1,0,41.1945205479452,9.147945205479452,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1770,1,0,1,0,33.38356164383562,12.904109589041097,1,1,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1771,1,0,1,0,48.583561643835615,15.402739726027397,1,0,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1778,1,1,1,0,60.484931506849314,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1780,0,1,0,1,28.112328767123287,0.6438356164383562,1,0,1,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1782,1,1,1,0,41.84657534246576,3.898630136986301,1,0,0,1,2.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1783,1,0,1,0,51.98630136986301,2.0575342465753423,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1789,0,1,0,0,31.38082191780822,4.394520547945206,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1791,1,1,1,0,62.989041095890414,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1797,1,0,1,0,60.54520547945206,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1798,0,0,1,0,67.78630136986301,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1799,0,1,0,0,35.967123287671235,3.813698630136986,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1802,0,0,1,0,52.27945205479452,1.0328767123287672,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1803,1,0,1,1,38.23561643835617,14.873972602739729,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1804,0,1,0,0,51.77534246575343,3.621917808219178,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1805,1,1,1,1,46.58082191780822,2.2,1,1,1,0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1806,0,1,1,0,41.61917808219178,4.789041095890411,1,1,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1807,1,1,1,0,39.69041095890411,6.953424657534247,1,0,0,0,2.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1808,1,0,1,0,46.635616438356166,28.386301369863013,1,0,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1809,1,0,1,0,51.95616438356164,3.950684931506849,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1810,0,0,0,1,38.06027397260274,5.284931506849315,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1811,1,1,0,0,54.24931506849315,2.9506849315068493,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1812,1,0,1,0,54.02191780821918,2.5342465753424657,1,1,0,0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1813,1,0,1,1,47.38904109589041,9.53972602739726,1,0,1,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1814,1,1,1,0,54.07397260273972,14.68219178082192,1,0,0,0,2.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1816,1,0,1,0,49.8054794520548,7.597260273972603,1,0,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1821,1,0,1,0,51.9041095890411,4.594520547945206,1,1,0,0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1824,1,0,1,0,62.97260273972603,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1827,1,0,0,0,58.53424657534247,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1829,1,0,1,0,46.945205479452056,0.2547945205479452,1,1,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1830,1,0,1,2,33.31506849315068,1.2547945205479452,1,0,0,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1832,1,0,0,1,50.16164383561644,-1000.6657534246576,1,0,0,0,3.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1834,1,0,1,0,62.07397260273972,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1840,0,1,0,1,44.30958904109589,7.841095890410959,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1844,0,1,1,1,47.66575342465753,1.2547945205479452,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1849,1,0,1,0,32.704109589041096,5.175342465753425,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1850,1,0,1,2,40.75068493150685,6.594520547945206,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1853,0,1,1,1,24.83835616438356,6.594520547945206,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1856,1,0,1,0,39.942465753424656,0.5068493150684932,1,0,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1857,0,1,1,1,40.99178082191781,14.18082191780822,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1858,1,0,1,0,60.06027397260274,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1859,0,1,1,0,64.75616438356164,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1861,0,1,1,1,41.55342465753424,5.923287671232877,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1867,0,0,1,0,57.9041095890411,7.841095890410959,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1868,1,0,1,1,30.40821917808219,5.50958904109589,1,0,0,0,3.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1869,0,1,1,0,29.71780821917808,7.4301369863013695,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1873,1,1,1,0,57.02739726027397,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1874,1,1,1,0,50.9013698630137,5.50958904109589,1,1,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1876,1,0,1,0,64.7095890410959,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1879,1,0,1,2,40.032876712328765,1.0876712328767124,1,0,0,0,4.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1882,1,0,0,0,42.35342465753425,1.7589041095890412,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1883,1,1,1,1,35.35068493150685,8.01095890410959,1,0,0,0,3.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1885,1,0,1,1,35.64931506849315,3.676712328767124,1,0,1,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1889,1,0,0,3,30.08219178082192,7.926027397260274,1,0,0,0,5.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1890,1,1,1,1,40.54246575342466,17.350684931506848,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1891,0,1,1,0,39.21917808219178,11.347945205479451,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1892,0,1,1,0,26.81095890410959,7.010958904109589,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1893,1,0,1,0,43.76986301369863,2.33972602739726,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1894,1,1,1,0,55.97808219178082,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1895,1,0,1,2,39.31780821917808,9.841095890410958,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1897,1,0,1,0,51.68493150684932,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1901,1,1,0,0,32.81643835616438,14.263013698630138,1,1,0,0,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1909,0,0,1,0,55.3013698630137,7.093150684931507,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1910,1,0,1,0,60.38630136986301,4.175342465753425,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1911,1,0,1,1,42.945205479452056,0.8356164383561644,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1914,1,1,0,0,31.17808219178082,2.758904109589041,1,1,1,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1915,1,0,1,1,46.21095890410959,9.841095890410958,1,0,0,0,3.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1916,1,0,1,0,47.23835616438356,1.1726027397260277,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1917,1,0,1,1,26.534246575342465,3.008219178082192,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1920,0,1,1,3,36.57534246575342,5.427397260273972,1,0,0,0,5.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1923,1,0,1,0,54.69041095890411,3.2575342465753425,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1925,1,0,1,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1933,1,0,1,0,42.68493150684932,9.597260273972603,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1936,1,1,1,2,37.44931506849315,1.1726027397260277,1,0,1,0,4.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1938,1,0,1,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1946,1,1,1,0,43.01917808219178,0.5068493150684932,1,0,1,0,2.0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1947,1,1,1,0,43.01917808219178,0.5068493150684932,1,0,1,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1949,1,0,1,0,54.23287671232877,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1950,1,0,1,0,58.66849315068493,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1954,0,1,1,0,31.356164383561644,9.093150684931508,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1956,1,0,1,0,62.6986301369863,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1958,0,0,1,0,31.493150684931507,1.5917808219178082,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1960,1,0,1,1,60.46027397260274,-1000.6657534246576,1,0,0,0,3.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1961,0,1,1,2,46.18082191780822,3.761643835616439,1,0,0,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1964,0,1,1,0,42.49041095890411,3.2575342465753425,1,1,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1967,1,0,1,0,30.876712328767123,5.175342465753425,1,0,0,1,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1969,1,0,1,0,47.52602739726027,11.6,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
1971,1,0,1,1,35.31506849315068,14.68219178082192,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1972,1,0,1,0,64.12876712328767,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1974,1,0,1,0,47.67397260273973,26.18904109589041,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1976,1,0,0,0,57.50684931506849,16.931506849315067,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1977,0,1,0,0,28.797260273972604,0.8356164383561644,1,0,0,0,2.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
1978,0,1,1,0,57.83835616438356,3.175342465753425,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1980,0,1,1,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1987,1,0,1,0,47.271232876712325,0.673972602739726,1,0,0,0,2.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1989,0,1,0,0,56.68219178082192,12.432876712328769,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1990,0,0,1,1,33.73424657534247,3.008219178082192,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1991,1,0,1,2,27.356164383561644,4.761643835616439,1,0,0,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1992,0,0,1,0,34.397260273972606,5.090410958904109,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1993,1,0,0,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1997,0,1,1,2,34.06575342465754,4.008219178082192,1,0,1,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1998,1,0,1,1,41.342465753424655,8.597260273972603,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
